seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr11	133939058	133939732	675	*	X022397	83700	133938820	134021652	82833	+	0	inside	237	JAM3
chr11	134201212	134201331	120	*	X022410	89944	134201768	134248235	46468	+	436	upstream	436	GLB1L2
chr11	134201482	134201523	42	*	X022411	89944	134201768	134248235	46468	+	244	upstream	244	GLB1L2
chr11	134201977	134202471	495	*	X022412	89944	134201768	134248235	46468	+	0	inside	208	GLB1L2
chr11	134281085	134281219	135	*	X022438	283177	134282200	134375555	93356	+	980	upstream	980	B3GAT1-DT
chr11	134281280	134281571	292	*	X022439	283177	134282200	134375555	93356	+	628	upstream	628	B3GAT1-DT
chr11	134281280	134281571	292	*	X022439	27087	134248398	134281812	33415	-	0	inside	240	B3GAT1
chr11	134281658	134281756	99	*	X022440	283177	134282200	134375555	93356	+	443	upstream	443	B3GAT1-DT
chr11	134281658	134281756	99	*	X022440	27087	134248398	134281812	33415	-	0	inside	55	B3GAT1
chr12	258861	259160	300	*	X022678	574538	246577	258332	11756	-	528	upstream	528	LOC574538
chr12	259251	259445	195	*	X022679	574538	246577	258332	11756	-	918	upstream	918	LOC574538
chr12	259626	260015	390	*	X022680	574538	246577	258332	11756	-	1293	upstream	1293	LOC574538
chr12	371990	372008	19	*	X022729	6540	329787	372039	42253	-	0	inside	30	SLC6A13
chr12	568847	568981	135	*	X022731	283358	569543	671058	101516	+	561	upstream	561	B4GALNT3
chr12	569039	569046	8	*	X022732	283358	569543	671058	101516	+	496	upstream	496	B4GALNT3
chr12	569687	569866	180	*	X022733	283358	569543	671058	101516	+	0	inside	143	B4GALNT3
chr12	1928312	1928581	270	*	X022809	654429	1929433	1945918	16486	+	851	upstream	851	LRTM2
chr12	1929536	1929790	255	*	X022810	654429	1929433	1945918	16486	+	0	inside	102	LRTM2
chr12	2162193	2162196	4	*	X022850	775	2162416	2807115	644700	+	219	upstream	219	CACNA1C
chr12	2162257	2162421	165	*	X022851	775	2162416	2807115	644700	+	0	overlapStart	0	CACNA1C
chr12	4829098	4829232	135	*	X023434	26290	4829752	4881892	52141	+	519	upstream	519	GALNT8
chr12	4829474	4829623	150	*	X023435	26290	4829752	4881892	52141	+	128	upstream	128	GALNT8
chr12	5017125	5017244	120	*	X023486	3736	5019073	5027422	8350	+	1828	upstream	1828	KCNA1
chr12	5017745	5017904	160	*	X023487	3736	5019073	5027422	8350	+	1168	upstream	1168	KCNA1
chr12	5017950	5018114	165	*	X023488	3736	5019073	5027422	8350	+	958	upstream	958	KCNA1
chr12	5018280	5018423	144	*	X023489	3736	5019073	5027422	8350	+	649	upstream	649	KCNA1
chr12	5018580	5018759	180	*	X023490	3736	5019073	5027422	8350	+	313	upstream	313	KCNA1
chr12	5018775	5018899	125	*	X023491	3736	5019073	5027422	8350	+	173	upstream	173	KCNA1
chr12	5541224	5541279	56	*	X023648	4908	5541280	5604465	63186	+	0	upstream	0	NTF3
chr12	5541370	5541684	315	*	X023649	4908	5541280	5604465	63186	+	0	inside	89	NTF3
chr12	6808449	6809826	1378	*	X023902	196500	6802957	6810009	7053	-	0	inside	182	PIANP
chr12	6810011	6810068	58	*	X023903	196500	6802957	6810009	7053	-	1	upstream	1	PIANP
chr12	6810429	6810578	150	*	X023904	196500	6802957	6810009	7053	-	419	upstream	419	PIANP
chr12	6810802	6810936	135	*	X023905	196500	6802957	6810009	7053	-	792	upstream	792	PIANP
chr12	6811177	6811386	210	*	X023906	196500	6802957	6810009	7053	-	1167	upstream	1167	PIANP
chr12	7457171	7457305	135	*	X023922	341392	7456928	7480969	24042	+	0	inside	242	ACSM4
chr12	7863271	7863362	92	*	X023952	359787	7864089	7870152	6064	+	726	upstream	726	DPPA3
chr12	7939892	7940026	135	*	X023955	79923	7941995	7948655	6661	+	1968	upstream	1968	NANOG
chr12	7940303	7940422	120	*	X023956	79923	7941995	7948655	6661	+	1572	upstream	1572	NANOG
chr12	7941302	7941451	150	*	X023957	79923	7941995	7948655	6661	+	543	upstream	543	NANOG
chr12	8549020	8549199	180	*	X023980	389634	8509560	8549399	39840	-	0	inside	199	LINC00937
chr12	8664678	8664827	150	*	X023990	338339	8666136	8674960	8825	+	1308	upstream	1308	CLEC4D
chr12	8816857	8816961	105	*	X024000	8076	8798540	8815433	16894	-	1423	upstream	1423	MFAP5
chr12	8817382	8817501	120	*	X024001	8076	8798540	8815433	16894	-	1948	upstream	1948	MFAP5
chr12	9268673	9268807	135	*	X024025	2	9220304	9268558	48255	-	114	upstream	114	A2M
chr12	9270177	9270281	105	*	X024026	2	9220304	9268558	48255	-	1618	upstream	1618	A2M
chr12	9360939	9361073	135	*	X024047	5858	9301436	9360966	59531	-	0	overlapStart	0	PZP
chr12	9978766	9978910	145	*	X024066	51348	9980077	9997603	17527	+	1166	upstream	1166	KLRF1
chr12	10085301	10085435	135	*	X024074	387836	10051272	10084980	33709	-	320	upstream	320	CLEC2A
chr12	10103191	10103355	165	*	X024079	160364	10103915	10138194	34280	+	559	upstream	559	CLEC12A
chr12	10103451	10103555	105	*	X024080	160364	10103915	10138194	34280	+	359	upstream	359	CLEC12A
chr12	10827402	10827521	120	*	X024103	55359	10771538	10826891	55354	-	510	upstream	510	STYK1
chr12	11422372	11422491	120	*	X024118	5544	11418857	11422641	3785	-	0	inside	149	PRB3
chr12	11699031	11699041	11	*	X024167	338817	11700964	11717335	16372	+	1922	upstream	1922	LINC01252
chr12	15040598	15040659	62	*	X024256	4256	15034115	15038853	4739	-	1744	upstream	1744	MGP
chr12	15375332	15375466	135	*	X024282	85004	15260716	15374411	113696	-	920	upstream	920	RERG
chr12	15475155	15475445	291	*	X024288	5800	15475191	15751265	276075	+	0	overlapStart	0	PTPRO
chr12	21927995	21928042	48	*	X024325	3764	21917889	21927755	9867	-	239	upstream	239	KCNJ8
chr12	21928246	21928365	120	*	X024326	3764	21917889	21927755	9867	-	490	upstream	490	KCNJ8
chr12	22094240	22094434	195	*	X024327	10060	21950324	22094336	144013	-	0	overlapStart	0	ABCC9
chr12	22094675	22094944	270	*	X024328	10060	21950324	22094336	144013	-	338	upstream	338	ABCC9
chr12	22487447	22487641	195	*	X024342	6489	22346325	22487648	141324	-	0	inside	6	ST8SIA1
chr12	22487654	22487953	300	*	X024343	6489	22346325	22487648	141324	-	5	upstream	5	ST8SIA1
chr12	22488119	22488283	165	*	X024344	6489	22346325	22487648	141324	-	470	upstream	470	ST8SIA1
chr12	24715755	24715811	57	*	X024374	6660	23685231	24715383	1030153	-	371	upstream	371	SOX5
chr12	24716123	24716257	135	*	X024375	6660	23685231	24715383	1030153	-	739	upstream	739	SOX5
chr12	24716798	24717007	210	*	X024376	6660	23685231	24715383	1030153	-	1414	upstream	1414	SOX5
chr12	25405141	25405245	105	*	X024385	3845	25358180	25403863	45684	-	1277	upstream	1277	KRAS
chr12	25801630	25801705	76	*	X024387	160492	25629016	25801496	172481	-	133	upstream	133	LMNTD1
chr12	26277792	26277911	120	*	X024407	79365	26272959	26278003	5045	-	0	inside	91	BHLHE41
chr12	26278014	26278135	122	*	X024408	79365	26272959	26278003	5045	-	10	upstream	10	BHLHE41
chr12	26278229	26278463	235	*	X024409	79365	26272959	26278003	5045	-	225	upstream	225	BHLHE41
chr12	26278674	26278916	243	*	X024410	79365	26272959	26278003	5045	-	670	upstream	670	BHLHE41
chr12	26986710	26986765	56	*	X024418	3709	26488285	26986131	497847	-	578	upstream	578	ITPR2
chr12	29300770	29300874	105	*	X024449	55711	29301936	29488549	186614	+	1061	upstream	1061	FAR2
chr12	29301285	29301464	180	*	X024450	55711	29301936	29488549	186614	+	471	upstream	471	FAR2
chr12	29301625	29302239	615	*	X024451	55711	29301936	29488549	186614	+	0	overlapStart	0	FAR2
chr12	29650331	29650450	120	*	X024467	341350	29580489	29650619	70131	-	0	inside	168	OVCH1
chr12	29650706	29650840	135	*	X024468	341350	29580489	29650619	70131	-	86	upstream	86	OVCH1
chr12	29937711	29937727	17	*	X024505	83857	29653746	29937692	283947	-	18	upstream	18	TMTC1
chr12	31079126	31079385	260	*	X024564	441631	31079362	31149537	70176	+	0	overlapStart	0	TSPAN11
chr12	31079486	31079980	495	*	X024565	441631	31079362	31149537	70176	+	0	inside	123	TSPAN11
chr12	33592598	33592847	250	*	X024639	341359	33528348	33592754	64407	-	0	overlapStart	0	SYT10
chr12	33592928	33592956	29	*	X024640	341359	33528348	33592754	64407	-	173	upstream	173	SYT10
chr12	33593006	33593077	72	*	X024641	341359	33528348	33592754	64407	-	251	upstream	251	SYT10
chr12	34174090	34174224	135	*	X024646	84920	34175216	34181236	6021	+	991	upstream	991	ALG10
chr12	41581269	41581418	150	*	X024754	29951	41582250	41968392	386143	+	831	upstream	831	PDZRN4
chr12	41581771	41581875	105	*	X024755	29951	41582250	41968392	386143	+	374	upstream	374	PDZRN4
chr12	41582049	41582198	150	*	X024756	29951	41582250	41968392	386143	+	51	upstream	51	PDZRN4
chr12	41582214	41582273	60	*	X024757	29951	41582250	41968392	386143	+	0	overlapStart	0	PDZRN4
chr12	42983309	42983458	150	*	X024803	144165	42852140	42983572	131433	-	0	inside	113	PRICKLE1
chr12	42983924	42984329	406	*	X024804	144165	42852140	42983572	131433	-	351	upstream	351	PRICKLE1
chr12	42984719	42984823	105	*	X024805	144165	42852140	42983572	131433	-	1146	upstream	1146	PRICKLE1
chr12	42985080	42985095	16	*	X024806	144165	42852140	42983572	131433	-	1507	upstream	1507	PRICKLE1
chr12	42985213	42985244	32	*	X024807	144165	42852140	42983572	131433	-	1640	upstream	1640	PRICKLE1
chr12	47219453	47219602	150	*	X024899	55089	47158544	47219780	61237	-	0	inside	177	SLC38A4
chr12	47221343	47221477	135	*	X024900	55089	47158544	47219780	61237	-	1562	upstream	1562	SLC38A4
chr12	47221718	47221852	135	*	X024901	55089	47158544	47219780	61237	-	1937	upstream	1937	SLC38A4
chr12	48299025	48299144	120	*	X024932	7421	48235320	48298814	63495	-	210	upstream	210	VDR
chr12	48299310	48299534	225	*	X024933	7421	48235320	48298814	63495	-	495	upstream	495	VDR
chr12	48356026	48356130	105	*	X024939	79022	48357330	48362661	5332	+	1199	upstream	1199	TMEM106C
chr12	48356536	48356670	135	*	X024940	79022	48357330	48362661	5332	+	659	upstream	659	TMEM106C
chr12	48720616	48720765	150	*	X024977	341567	48722763	48724062	1300	+	1997	upstream	1997	H1-7
chr12	48874802	48874920	119	*	X024995	121273	48876286	48890297	14012	+	1365	upstream	1365	C12orf54
chr12	48876497	48876691	195	*	X024996	121273	48876286	48890297	14012	+	0	inside	210	C12orf54
chr12	48963588	48963737	150	*	X025005	3906	48961467	48963829	2363	-	0	inside	91	LALBA
chr12	49365670	49365730	61	*	X025024	7480	49359123	49365641	6519	-	28	upstream	28	WNT10B
chr12	49365956	49366075	120	*	X025025	7480	49359123	49365641	6519	-	314	upstream	314	WNT10B
chr12	49366250	49366354	105	*	X025026	7480	49359123	49365641	6519	-	608	upstream	608	WNT10B
chr12	49739408	49739638	231	*	X025047	79962	49741041	49745685	4645	+	1402	upstream	1402	DNAJC22
chr12	49739699	49739863	165	*	X025048	79962	49741041	49745685	4645	+	1177	upstream	1177	DNAJC22
chr12	49739894	49739916	23	*	X025049	79962	49741041	49745685	4645	+	1124	upstream	1124	DNAJC22
chr12	49931625	49931879	255	*	X025050	23416	49932940	49952077	19138	+	1060	upstream	1060	KCNH3
chr12	49932026	49932175	150	*	X025051	23416	49932940	49952077	19138	+	764	upstream	764	KCNH3
chr12	49932206	49932391	186	*	X025052	23416	49932940	49952077	19138	+	548	upstream	548	KCNH3
chr12	49933168	49933180	13	*	X025053	23416	49932940	49952077	19138	+	0	inside	227	KCNH3
chr12	49933211	49933420	210	*	X025054	23416	49932940	49952077	19138	+	0	inside	270	KCNH3
chr12	50101781	50102067	287	*	X025058	91010	50031724	50101197	69474	-	583	upstream	583	FMNL3
chr12	50449996	50450180	185	*	X025073	41	50451420	50477405	25986	+	1239	upstream	1239	ASIC1
chr12	50450196	50450645	450	*	X025074	41	50451420	50477405	25986	+	774	upstream	774	ASIC1
chr12	50450863	50450997	135	*	X025075	41	50451420	50477405	25986	+	422	upstream	422	ASIC1
chr12	50451036	50451055	20	*	X025076	41	50451420	50477405	25986	+	364	upstream	364	ASIC1
chr12	52225387	52225521	135	*	X025094	401720	52211676	52225701	14026	-	0	inside	179	FIGNL2
chr12	52225627	52225736	110	*	X025095	401720	52211676	52225701	14026	-	0	overlapStart	0	FIGNL2
chr12	52226002	52226121	120	*	X025096	401720	52211676	52225701	14026	-	300	upstream	300	FIGNL2
chr12	52226182	52226676	495	*	X025097	401720	52211676	52225701	14026	-	480	upstream	480	FIGNL2
chr12	52227262	52227426	165	*	X025098	401720	52211676	52225701	14026	-	1560	upstream	1560	FIGNL2
chr12	52343929	52344063	135	*	X025114	91	52345451	52390863	45413	+	1387	upstream	1387	ACVR1B
chr12	52345039	52345119	81	*	X025115	91	52345451	52390863	45413	+	331	upstream	331	ACVR1B
chr12	52399834	52399939	106	*	X025116	160622	52400729	52409673	8945	+	789	upstream	789	TAMALIN
chr12	52400105	52400594	490	*	X025117	160622	52400729	52409673	8945	+	134	upstream	134	TAMALIN
chr12	53047814	53047933	120	*	X025151	3849	53038342	53045959	7618	-	1854	upstream	1854	KRT2
chr12	53096966	53097129	164	*	X025155	374454	53083411	53097247	13837	-	0	inside	117	KRT77
chr12	53729334	53729933	600	*	X025171	121340	53720360	53730004	9645	-	0	inside	70	SP7
chr12	53729979	53730074	96	*	X025172	121340	53720360	53730004	9645	-	0	overlapStart	0	SP7
chr12	54072414	54072653	240	*	X025173	517	54058944	54070512	11569	-	1901	upstream	1901	ATP5MC2
chr12	54331453	54331698	246	*	X025216	3229	54332576	54340328	7753	+	877	upstream	877	HOXC13
chr12	54333349	54333543	195	*	X025218	100874366	54329112	54333427	4316	-	0	overlapStart	0	HOXC13-AS
chr12	54333619	54333882	264	*	X025219	100874366	54329112	54333427	4316	-	191	upstream	191	HOXC13-AS
chr12	54334198	54334332	135	*	X025220	100874366	54329112	54333427	4316	-	770	upstream	770	HOXC13-AS
chr12	54334543	54334561	19	*	X025221	100874366	54329112	54333427	4316	-	1115	upstream	1115	HOXC13-AS
chr12	54694220	54694791	572	*	X025228	4778	54685891	54694821	8931	-	0	inside	29	NFE2
chr12	54695218	54695474	257	*	X025229	4778	54685891	54694821	8931	-	396	upstream	396	NFE2
chr12	54867397	54867543	147	*	X025235	121355	54849736	54867386	17651	-	10	upstream	10	GTSF1
chr12	54869090	54869208	119	*	X025236	121355	54849736	54867386	17651	-	1703	upstream	1703	GTSF1
chr12	54981824	54982194	371	*	X025310	5502	54973024	54982443	9420	-	0	inside	248	PPP1R1A
chr12	54982270	54982345	76	*	X025311	5502	54973024	54982443	9420	-	0	inside	97	PPP1R1A
chr12	54982619	54982843	225	*	X025312	5502	54973024	54982443	9420	-	175	upstream	175	PPP1R1A
chr12	54982964	54983278	315	*	X025313	5502	54973024	54982443	9420	-	520	upstream	520	PPP1R1A
chr12	54983369	54983724	356	*	X025314	5502	54973024	54982443	9420	-	925	upstream	925	PPP1R1A
chr12	54984025	54984144	120	*	X025315	5502	54973024	54982443	9420	-	1581	upstream	1581	PPP1R1A
chr12	54984355	54984579	225	*	X025316	5502	54973024	54982443	9420	-	1911	upstream	1911	PPP1R1A
chr12	55028369	55028623	255	*	X025338	90070	55024623	55028663	4041	-	0	inside	39	LACRT
chr12	55028695	55028949	255	*	X025339	90070	55024623	55028663	4041	-	31	upstream	31	LACRT
chr12	55411475	55411764	290	*	X025403	58158	55413729	55423801	10073	+	1964	upstream	1964	NEUROD4
chr12	55411825	55411959	135	*	X025404	58158	55413729	55423801	10073	+	1769	upstream	1769	NEUROD4
chr12	55413460	55413609	150	*	X025405	58158	55413729	55423801	10073	+	119	upstream	119	NEUROD4
chr12	55758960	55759064	105	*	X025434	390323	55758895	55759833	939	+	0	inside	64	OR6C75
chr12	56135728	56135877	150	*	X025459	10220	56137064	56146665	9602	+	1186	upstream	1186	GDF11
chr12	56136103	56136166	64	*	X025460	10220	56137064	56146665	9602	+	897	upstream	897	GDF11
chr12	57608372	57608619	248	*	X025477	11247	57610578	57620232	9655	+	1958	upstream	1958	NXPH4
chr12	57609010	57609174	165	*	X025478	11247	57610578	57620232	9655	+	1403	upstream	1403	NXPH4
chr12	57609673	57610359	687	*	X025479	11247	57610578	57620232	9655	+	218	upstream	218	NXPH4
chr12	57610390	57610471	82	*	X025480	11247	57610578	57620232	9655	+	106	upstream	106	NXPH4
chr12	57610806	57610944	139	*	X025481	11247	57610578	57620232	9655	+	0	inside	227	NXPH4
chr12	57635226	57635375	150	*	X025485	56901	57628686	57634475	5790	-	750	upstream	750	NDUFA4L2
chr12	57635421	57635679	259	*	X025486	56901	57628686	57634475	5790	-	945	upstream	945	NDUFA4L2
chr12	57635736	57635957	222	*	X025487	56901	57628686	57634475	5790	-	1260	upstream	1260	NDUFA4L2
chr12	57942635	57942724	90	*	X025488	10540	57923833	57941114	17282	-	1520	upstream	1520	DCTN2
chr12	57942635	57942724	90	*	X025488	3798	57943847	57978554	34708	+	1122	upstream	1122	KIF5A
chr12	57943039	57943159	121	*	X025489	10540	57923833	57941114	17282	-	1924	upstream	1924	DCTN2
chr12	57943039	57943159	121	*	X025489	3798	57943847	57978554	34708	+	687	upstream	687	KIF5A
chr12	57943274	57943418	145	*	X025490	3798	57943847	57978554	34708	+	428	upstream	428	KIF5A
chr12	58147975	58148077	103	*	X025523	1019	58141510	58146230	4721	-	1744	upstream	1744	CDK4
chr12	58147975	58148077	103	*	X025523	92979	58148881	58154193	5313	+	803	upstream	803	MARCHF9
chr12	58148213	58148605	393	*	X025524	1019	58141510	58146230	4721	-	1982	upstream	1982	CDK4
chr12	58148213	58148605	393	*	X025524	92979	58148881	58154193	5313	+	275	upstream	275	MARCHF9
chr12	59989859	59989893	35	*	X025544	9194	59989821	60183635	193815	+	0	inside	37	SLC16A7
chr12	59990004	59990138	135	*	X025545	9194	59989821	60183635	193815	+	0	inside	182	SLC16A7
chr12	63547904	63548008	105	*	X025595	552	63536539	63546590	10052	-	1313	upstream	1313	AVPR1A
chr12	63548189	63548338	150	*	X025596	552	63536539	63546590	10052	-	1598	upstream	1598	AVPR1A
chr12	65178521	65178523	3	*	X025626	23329	65179791	65274798	95008	+	1267	upstream	1267	TBC1D30
chr12	65515122	65515481	360	*	X025682	11197	65444404	65515346	70943	-	0	overlapStart	0	WIF1
chr12	65515527	65515661	135	*	X025683	11197	65444404	65515346	70943	-	180	upstream	180	WIF1
chr12	66583022	66583156	135	*	X025708	11213	66582978	66648394	65417	+	0	inside	43	IRAK3
chr12	66583245	66583392	148	*	X025709	11213	66582978	66648394	65417	+	0	inside	266	IRAK3
chr12	66694555	66694674	120	*	X025725	92797	66696335	66737423	41089	+	1660	upstream	1660	HELB
chr12	67198370	67198534	165	*	X025740	23426	66741211	67197894	456684	-	475	upstream	475	GRIP1
chr12	68648763	68648897	135	*	X025803	50616	68642025	68647385	5361	-	1377	upstream	1377	IL22
chr12	70131084	70131203	120	*	X025824	117177	70132631	70216984	84354	+	1427	upstream	1427	RAB3IP
chr12	70759049	70759183	135	*	X025845	27345	70760062	70828072	68011	+	878	upstream	878	KCNMB4
chr12	70759462	70759806	345	*	X025846	27345	70760062	70828072	68011	+	255	upstream	255	KCNMB4
chr12	71314783	71314833	51	*	X025861	5801	71031853	71314584	282732	-	198	upstream	198	PTPRR
chr12	72332338	72332472	135	*	X025894	121278	72332626	72426221	93596	+	153	upstream	153	TPH2
chr12	75603136	75603375	240	*	X025911	3747	75433858	75603528	169671	-	0	inside	152	KCNC2
chr12	75603496	75603512	17	*	X025912	3747	75433858	75603528	169671	-	0	inside	15	KCNC2
chr12	77272512	77272575	64	*	X025914	1466	77252496	77272799	20304	-	0	inside	223	CSRP2
chr12	81471714	81471833	120	*	X025969	79611	81471809	81649582	177774	+	0	overlapStart	0	ACSS3
chr12	81471943	81472122	180	*	X025970	79611	81471809	81649582	177774	+	0	inside	133	ACSS3
chr12	82152834	82152888	55	*	X025974	8499	81652045	82153109	501065	-	0	inside	220	PPFIA2
chr12	82153029	82153193	165	*	X025975	8499	81652045	82153109	501065	-	0	overlapStart	0	PPFIA2
chr12	82153344	82153568	225	*	X025976	8499	81652045	82153109	501065	-	234	upstream	234	PPFIA2
chr12	85305727	85306311	585	*	X025978	55117	85253267	85306608	53342	-	0	inside	296	SLC6A15
chr12	85306656	85306851	196	*	X025979	55117	85253267	85306608	53342	-	47	upstream	47	SLC6A15
chr12	85307122	85307241	120	*	X025980	55117	85253267	85306608	53342	-	513	upstream	513	SLC6A15
chr12	85673887	85673999	113	*	X025982	8092	85674036	85695561	21526	+	36	upstream	36	ALX1
chr12	94540582	94540686	105	*	X026013	10154	94542499	94701451	158953	+	1812	upstream	1812	PLXNC1
chr12	94541228	94541377	150	*	X026014	10154	94542499	94701451	158953	+	1121	upstream	1121	PLXNC1
